Gene Symbol	CUI Term	Phenotype Name	
PITX3	C1862839	Anterior segment mesenchymal dysgenesis	
FOXE3	C0086543	Cataract, autosomal recessive congenital 5	
FOXE3	C0003486	Aortic aneurysm, familial thoracic 11, susceptibility to	
FOXF1	C0031190	Alveolar capillary dysplasia with misalignment of pulmonary veins	
FOXG1	C0035372	Rett syndrome, congenital variant	
FOXI1	C0271829	Pendred's syndrome	
KCNJ10	C0271829	Pendred's syndrome	
SLC26A4	C0271829	Pendred's syndrome	
FOXI1	C1863752	Enlarged vestibular aqueduct syndrome	
KCNJ10	C1863752	Enlarged vestibular aqueduct syndrome	
SLC26A4	C1863752	Enlarged vestibular aqueduct syndrome	
FOXL2	C0005744	Blepharophimosis, ptosis, and epicanthus inversus	
FOXL2	C1837008	Premature ovarian failure 3	
FOXN1	C1274233	T-cell immunodeficiency, congenital alopecia and nail dystrophy	
FOXO1	C0035412	Rhabdomyosarcoma alveolar	
PAX3	C0035412	Rhabdomyosarcoma alveolar	
PAX7	C0035412	Rhabdomyosarcoma alveolar	
FOXP1	C4016932	Mental retardation with language impairment and with or without autistic features	
FOXP2	C0750927	Speech-language disorder 1	
FOXP3	C0011854	Diabetes mellitus type 1	
HNF1A	C0011854	Diabetes mellitus type 1	
ITPR3	C0011854	Diabetes mellitus type 1	
OAS1	C0011854	Diabetes mellitus type 1	
PTPN22	C0011854	Diabetes mellitus type 1	
FOXP3	C0342288	Insulin-dependent diabetes mellitus secretory diarrhea syndrome	
FOXRED1	C1838979	Mitochondrial complex I deficiency	
NDUFA1	C1838979	Mitochondrial complex I deficiency	
NDUFA11	C1838979	Mitochondrial complex I deficiency	
NDUFAF1	C1838979	Mitochondrial complex I deficiency	
NDUFAF2	C1838979	Mitochondrial complex I deficiency	
NDUFAF3	C1838979	Mitochondrial complex I deficiency	
NDUFAF4	C1838979	Mitochondrial complex I deficiency	
NDUFAF5	C1838979	Mitochondrial complex I deficiency	
NDUFB3	C1838979	Mitochondrial complex I deficiency	
NDUFB9	C1838979	Mitochondrial complex I deficiency	
NDUFS1	C1838979	Mitochondrial complex I deficiency	
NDUFS2	C1838979	Mitochondrial complex I deficiency	
NDUFS3	C1838979	Mitochondrial complex I deficiency	
NDUFS4	C1838979	Mitochondrial complex I deficiency	
NDUFS6	C1838979	Mitochondrial complex I deficiency	
NDUFV1	C1838979	Mitochondrial complex I deficiency	
NDUFV2	C1838979	Mitochondrial complex I deficiency	
NUBPL	C1838979	Mitochondrial complex I deficiency	
TIMMDC1	C1838979	Mitochondrial complex I deficiency	
TMEM126B	C1838979	Mitochondrial complex I deficiency	
FRA16E	C0008628	Chromosome Xq28 deletion syndrome	
FRAS1	C0265233	Cryptophthalmos syndrome	
FREM2	C0265233	Cryptophthalmos syndrome	
GRIP1	C0265233	Cryptophthalmos syndrome	
FREM1	C1855425	Marles Greenberg Persaud syndrome	
FREM1	C0221363	Bifid nose with or without anorectal and renal anomalies	
FREM1	C3280974	Trigonocephaly 2	
FRG1	C0238288	Facioscapulohumeral muscular dystrophy	
FRMD4A	C0010090	Corpus callosum, agenesis of, with facial anomalies and cerebellar ataxia	
FRMD7	C2673809	Infantile nystagmus, X-linked	
FRMPD4	C0004352	Autism 15	
PTCHD1	C0004352	Autism 15	
FRMPD4	C0025362	Mental retardation 63, X-linked	
FRRS1L	C0543888	Epileptic encephalopathy, early infantile, 29	
FRZB	C3887876	Osteoarthritis susceptibility 1	
FSCN2	C1842816	Retinitis pigmentosa 30	
FSHB	C1856716	Follicle-stimulating hormone deficiency, isolated	
FSHR	C0085083	Ovarian hyperstimulation syndrome	
FSHR	C0041429	Dizygotic twins	
FSHR	C0949595	Ovarian dysgenesis 1	
FTCD	C0268609	GLUTAMATE FORMIMINOTRANSFERASE DEFICIENCY	
FTH1	C0018995	Hemochromatosis	
FTL	C1833213	Hyperferritinemia cataract syndrome	
FTL	C1853578	Neuroferritinopathy	
FTL	C3810090	L-ferritin deficiency	
FTO	C2675914	Body mass index quantitative trait locus 14	
FTO	C0424605	Developmental delay with short stature, dysmorphic features, and sparse hair	
FTSJ1	C0025362	Mental retardation 63, X-linked	
FUCA1	C0016788	Fucosidosis	
FUS	C2931786	Amyotrophic lateral sclerosis type 6	
FUS	C3539195	Tremor, hereditary essential, 4	
FUT1	C1859408	Bombay phenotype	
FUT2	C2674252	Vitamin b12 plasma level quantitative trait locus 1	
FUT6	C3151219	Fucosyltransferase 6 deficiency	
FXN	C1856689	Friedreich ataxia 1	
FXN	C0016719	Friedreich's ataxia	
FXYD2	C1835171	Hypomagnesemia 2, renal	
FYB1	C2678311	Thrombocytopenia 3	
FYCO1	C1864908	Cataract, autosomal recessive congenital 2	
FZD4	C1851402	Exudative vitreoretinopathy 1	
LRP5	C1851402	Exudative vitreoretinopathy 1	
FZD4	C0339539	Familial exudative vitreoretinopathy, autosomal dominant	
LRP5	C0339539	Familial exudative vitreoretinopathy, autosomal dominant	
TSPAN12	C0339539	Familial exudative vitreoretinopathy, autosomal dominant	
FZD6	C3279974	Nail disorder, nonsyndromic congenital, 10	
G6PC	C2919796	Glycogen storage disease type 1A	
G6PC3	C0340970	Severe congenital neutropenia autosomal dominant	
G6PD	C1851319	Favism, susceptibility to	
G6PD	C2720289	Anemia, nonspherocytic hemolytic, due to G6PD deficiency	
G6PD	C0937932	Rasburicase response	
GABRA1	C0014544	Epilepsy	
GABRA1	C3810400	Epileptic encephalopathy, early infantile, 19	
GABRB1	C0543888	Epileptic encephalopathy, early infantile, 29	
GABRB3	C0014544	Epilepsy	
GABRB3	C0543888	Epileptic encephalopathy, early infantile, 29	
GABRD	C0014544	Epilepsy	
GABRG2	C0014544	Epilepsy	
GABRG2	C0393708	Familial febrile seizures 8	
GAD1	C2751938	Cerebral palsy, spastic quadriplegic, 1	
GAL	C0014544	Epilepsy	
GALC	C0023521	Galactosylceramide beta-galactosidase deficiency	
GALE	C0751161	UDPglucose-4-epimerase deficiency	
GALE	C0016952	Galactosemia	
GALK1	C0016952	Galactosemia	
GALT	C0016952	Galactosemia	
GALK1	C0268155	Deficiency of galactokinase	
GALNS	C0086651	Mucopolysaccharidosis, MPS-IV-A	
GALNS	C0026707	Spondyloepiphyseal dysplasia, kimberley type	
GLB1	C0026707	Spondyloepiphyseal dysplasia, kimberley type	
GALNT12	C0009402	Colorectal cancer 1	
GALT	C0268151	Deficiency of UDPglucose-hexose-1-phosphate uridylyltransferase	
GAMT	C0574080	Deficiency of guanidinoacetate methyltransferase	
GAMT	C0010286	Cerebral creatine deficiency syndrome	
GATM	C0010286	Cerebral creatine deficiency syndrome	
SLC6A8	C0010286	Cerebral creatine deficiency syndrome	
GAN	C1850386	Giant axonal neuropathy	
GANAB	C3887964	Polycystic kidney disease 3	
GANAB	C0022680	Polycystic kidney disease, autosomal dominant	
PKD1	C0022680	Polycystic kidney disease, autosomal dominant	
PKD2	C0022680	Polycystic kidney disease, autosomal dominant	
GARS	C1832274	Charcot-Marie-Tooth disease type 2D	
GAS8	C0008780	Primary ciliary dyskinesia 23	
GATA1	C0013080	Down Syndrome	
GATA1	C0040034	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
GATA1	C1333663	GATA-1-related thrombocytopenia with dyserythropoiesis	
GATA1	C0002871	Anemia	
GATA1	C0008626	Congenital chromosomal disease	
GATA1	C0969687	Autosomal chromosomal disorder	
GATA2	C0024236	Lymphedema, primary, with myelodysplasia	
GATA2	C0003315	Dendritic cell, monocyte, B lymphocyte, and natural killer lymphocyte deficiency	
GATA3	C1840333	Barakat syndrome	
GATA4	C0039685	Tetralogy of Fallot	
GATA6	C0039685	Tetralogy of Fallot	
GDF1	C0039685	Tetralogy of Fallot	
JAG1	C0039685	Tetralogy of Fallot	
NKX2-5	C0039685	Tetralogy of Fallot	
TBX1	C0039685	Tetralogy of Fallot	
ZFPM2	C0039685	Tetralogy of Fallot	
GATA4	C1842778	Atrial septal defect 2	
GATA4	C3280777	Ventricular septal defect 1	
GATA4	C3280781	Atrioventricular septal defect 4	
GATA4	C3809858	Testicular anomalies with or without congenital heart disease	
GATA6	C0030274	Pancreatic agenesis and congenital heart disease	
GATA6	C3280939	Atrioventricular septal defect 5	
GATA6	C3280943	Atrial septal defect 9	
GATAD1	C3553409	Cardiomyopathy, dilated, 2b	
GATAD2B	C3554448	Mental retardation, autosomal dominant 18	
GATM	C2675179	Arginine:glycine amidinotransferase deficiency	
GBA	C0268250	Acute neuronopathic Gaucher's disease	
GBA	C0268251	Subacute neuronopathic Gaucher's disease	
GBA	C0752347	Lewy Body Disease	
SNCA	C0752347	Lewy Body Disease	
SNCB	C0752347	Lewy Body Disease	
GBA	C1842704	Gaucher disease, perinatal lethal	
GBA	C0017205	Gaucher Disease	
PSAP	C0017205	Gaucher Disease	
GBA2	C2828721	Spastic paraplegia 46, autosomal recessive	
GBE1	C0219900	Polyglucosan body disease, adult	
GCDH	C0268595	Glutaric aciduria, type 1	
GCH1	C0268467	GTP cyclohydrolase I deficiency	
GCH1	C1851920	Dystonia 5, Dopa-responsive type	
GCK	C0342277	Maturity-onset diabetes of the young, type 2	
GCK	C1865290	Hyperinsulinemic hypoglycemia familial 3	
GCKR	C3150714	Fasting plasma glucose level quantitative trait locus 5	
GCLC	C1291575	Gamma-glutamylcysteine synthetase deficiency, hemolytic anemia due to	
GCM2	C1832648	Hypoparathyroidism familial isolated	
PTH	C1832648	Hypoparathyroidism familial isolated	
GCM2	C0020502	Hyperparathyroidism 4	
GCNT2	C0020717	I blood group system	
GCNT2	C3805373	Cataract 13 with adult i phenotype	
GDAP1	C1842197	Charcot-Marie-Tooth disease, recessive intermediate A	
GDF1	C0175707	Bilateral right-sidedness sequence	
GDF2	C3809710	Telangiectasia, hereditary hemorrhagic, type 5	
GDF3	C3150967	Klippel-Feil syndrome 3, autosomal dominant	
GDF3	C3150968	Microphthalmia, isolated, with coloboma 6	
GDF6	C3150968	Microphthalmia, isolated, with coloboma 6	
GDF3	C3150969	Microphthalmia, isolated 7	
GDF3	C0022738	Klippel Feil syndrome	
GDF6	C0022738	Klippel Feil syndrome	
MEOX1	C0022738	Klippel Feil syndrome	
GDF5	C0029410	Osteoarthritis of hip	
GDF5	C0265260	Grebe syndrome	
GDF5	C1832708	Multiple synostoses syndrome 2	
GDF5	C1856738	Fibular hypoplasia and complex brachydactyly	
GDF5	C1862103	Brachydactyly type C	
GDF5	C2930970	Acromesomelic dysplasia Hunter Thompson type	
GDF5	C3554446	Brachydactyly, type a1, c	
GDF5	C3809104	Symphalangism, proximal, 1b	
GDF6	C0026010	Microphthalmia syndromic 6	
GDF6	C3715164	Leber congenital amaurosis 17	
GDI1	C1136249	X-Linked mental retardation 90	
GDNF	C0031511	Pheochromocytoma	
KIF1B	C0031511	Pheochromocytoma	
MAX	C0031511	Pheochromocytoma	
RET	C0031511	Pheochromocytoma	
SDHB	C0031511	Pheochromocytoma	
SDHD	C0031511	Pheochromocytoma	
TMEM127	C0031511	Pheochromocytoma	
VHL	C0031511	Pheochromocytoma	
GEMIN2	C0026847	Spinal muscular atrophy with congenital bone fractures 2	
SMN1	C0026847	Spinal muscular atrophy with congenital bone fractures 2	
SMN2	C0026847	Spinal muscular atrophy with congenital bone fractures 2	
SMNDC1	C0026847	Spinal muscular atrophy with congenital bone fractures 2	
GFAP	C0270726	Alexander's disease	
GFER	C0162670	Myopathy, mitochondrial progressive, with congenital cataract, hearing loss, and developmental delay	
GFI1	C0023530	Leukopenia	
GFI1	C2751288	Severe congenital neutropenia 2, autosomal dominant	
GFI1B	C0005818	Platelet-type bleeding disorder 15	
GFM1	C1836797	Combined oxidative phosphorylation deficiency 1	
GGCX	C0473583	Pseudoxanthoma elasticum	
GGCX	C0042878	Vitamin k-dependent clotting factors, combined deficiency of, 1	
GH1	C0271567	Autosomal dominant isolated somatotropin deficiency	
GH1	C0342573	Ateleiotic dwarfism	
GH1	C1849779	Kowarski syndrome	
GH1	C0013338	Isolated growth hormone deficiency type 1B	
GHRHR	C0013338	Isolated growth hormone deficiency type 1B	
GH1	C0002736	Amyotrophic Lateral Sclerosis	
GHRHR	C0002736	Amyotrophic Lateral Sclerosis	
GHR	C0332307	Laron-type isolated somatotropin defect	
GIF	C1394891	Intrinsic factor deficiency	
GIGYF2	C1843211	Parkinson disease 11	
GIPC3	C1866094	Deafness, autosomal recessive 15	
GJA1	C0152101	Hypoplastic left heart syndrome	
GJA1	C0265961	Erythrokeratodermia variabilis	
GJB3	C0265961	Erythrokeratodermia variabilis	
GJB4	C0265961	Erythrokeratodermia variabilis	
GJA1	C0018816	Ventricular septal defect 2	
GJA1	C0812437	Oculodentodigital dysplasia	
GJA1	C2931244	Craniometaphyseal dysplasia, autosomal recessive type	
GJA1	C1861366	Syndactyly type 3	
GJA1	C1863093	Alopecia congenita keratosis palmoplantaris	
GJA1	C2749477	Oculodentodigital dysplasia, autosomal recessive	
GJA3	C1861828	Zonular pulverulent cataract 3	
GJA5	C1838539	Atrial standstill 1	
GJA5	C2675897	1q21.1 recurrent microdeletion	
GJA8	C2675897	1q21.1 recurrent microdeletion	
GJA5	C3279693	Atrial fibrillation, familial, 11	
GJA8	C0086543	Cataract, autosomal recessive congenital 5	
GJB1	C0393808	X-linked hereditary motor and sensory neuropathy	
GJB2	C0265964	Mutilating keratoderma	
GJB2	C0264000	Knuckle pads, deafness AND leukonychia syndrome	
GJB2	C1835672	Keratoderma palmoplantar deafness	
GJB2	C3665333	Keratitis-ichthyosis-deafness syndrome, autosomal dominant	
GJB2	C0011053	Deafness, autosomal recessive 44	
GJB6	C0011053	Deafness, autosomal recessive 44	
POU3F4	C0011053	Deafness, autosomal recessive 44	
GJB2	C0020713	Hystrix-like ichthyosis with deafness	
GJB3	C0011053	Deafness, autosomal recessive 44	
GJB3	C2675236	Deafness, autosomal dominant 2b	
LAT	C0265961	Erythrokeratodermia variabilis	
GJB6	C0162361	Hidrotic ectodermal dysplasia syndrome	
GJB6	C2675235	Deafness, autosomal recessive 1b	
GJB6	C2675237	Deafness, autosomal dominant 3b	
GJC2	C1837355	Leukodystrophy, hypomyelinating, 2	
GJC2	C4017172	Spastic paraplegia 44, autosomal recessive	
GJC2	C3150732	Lymphedema, hereditary, IC	
GK	C0268418	Deficiency of glycerol kinase	
GLA	C0002986	Fabry disease	
GLB1	C0026703	Mucopolysaccharidosis, MPS-IV-B	
GLB1	C0268271	Infantile GM1 gangliosidosis	
GLB1	C0268272	GM1 gangliosidosis type 2	
GLB1	C0268273	Gangliosidosis GM1 type 3	
GLB1	C0085131	GM1 gangliosidosis	
GLCCI1	C0744425	Glucocorticoid therapy, response to	
GLDN	C4310670	Lethal congenital contracture syndrome 11	
GLE1	C1854664	Lethal congenital contracture syndrome 1	
GLE1	C2678471	Lethal arthrogryposis with anterior horn cell disease	
GLI2	C1835819	Holoprosencephaly 9	
GLI2	C4014479	Culler-Jones syndrome	
GLI3	C0220697	Postaxial polydactyly type A1	
GLI3	C0265220	Pallister-Hall syndrome	
GLI3	C0265306	Greig cephalopolysyndactyly syndrome	
GLI3	C0342418	Hamartoma of hypothalamus	
GLI3	C0345354	Preaxial polydactyly 4	
GLIS2	C1969092	Nephronophthisis 7	
GLIS2	C0687120	Nephronophthisis	
IFT172	C0687120	Nephronophthisis	
INVS	C0687120	Nephronophthisis	
NEK8	C0687120	Nephronophthisis	
NPHP1	C0687120	Nephronophthisis	
NPHP3	C0687120	Nephronophthisis	
NPHP4	C0687120	Nephronophthisis	
RPGRIP1L	C0687120	Nephronophthisis	
TMEM67	C0687120	Nephronophthisis	
GLIS3	C1857775	Diabetes mellitus, neonatal, with congenital hypothyroidism	
GLMN	C1841984	Glomuvenous malformations	
GLRB	C3553291	Hyperekplexia 2	
GLRX5	C2673914	Anemia, sideroblastic, pyridoxine-refractory, autosomal recessive	
SLC25A38	C2673914	Anemia, sideroblastic, pyridoxine-refractory, autosomal recessive	
GLRX5	C0002896	Sideroblastic anemia 3, pyridoxine-refractory	
GLRX5	C0026838	Spasticity, childhood-onset, with hyperglycinemia	
GLUD1	C1847555	Hyperinsulinism-hyperammonemia syndrome	
GLUL	C1864910	Glutamine deficiency, congenital	
GLYCTK	C3887877	Deficiency of glycerate kinase	
GM2A	C0039373	Tay-Sachs disease, variant AB	
GMNN	C4225188	Meier-gorlin syndrome 6	
GMPPA	C3809738	Alacrima, achalasia, and mental retardation syndrome	
GMPPB	C0026850	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 11	
GNAI2	C0042514	Ventricular tachycardia, catecholaminergic polymorphic, 2	
GNAL	C3554447	Dystonia 25	
GNAO1	C3463992	Early infantile epileptic encephalopathy 8	
GNAO1	C1535926	Neurodevelopmental disorder with midbrain and hindbrain malformations	
GNAQ	C0038505	Sturge-Weber syndrome	
GNAQ	C0340803	Capillary malformations, congenital	
GNAS	C0033806	Pseudohypoparathyroidism type 1A	
GNAS	C0242292	McCune-Albright syndrome	
GNAS	C0334041	Progressive osseous heteroplasia	
GNAS	C0010481	Cushing's syndrome	
GNAS	C2932715	Pseudohypoparathyroidism type 1B	
GNAS-AS1	C2932715	Pseudohypoparathyroidism type 1B	
STX16	C2932715	Pseudohypoparathyroidism type 1B	
GNAS	C2932716	Pseudohypoparathyroidism type 1C	
GNAT1	C0339535	Congenital stationary night blindness, type 2B	
GNAT1	C0028077	Night blindness, congenital stationary, type 1g	
GNAT2	C1841721	Achromatopsia 4	
GNB1	C0025362	Mental retardation 63, X-linked	
GNB3	C0028077	Night blindness, congenital stationary, type 1g	
GNB4	C3554654	Charcot-Marie-Tooth disease, dominant intermediate F	
GNB5	C0023012	Language delay and attention deficit-hyperactivity disorder/cognitive impairment with or without cardiac arrhythmia	
GNB5	C4310682	Intellectual developmental disorder with cardiac arrhythmia	
GNE	C1096903	Sialuria	
GNE	C1853926	Inclusion body myopathy 2	
GNMT	C1847720	Glycine N-methyltransferase deficiency	
GNPTAB	C0033788	Pseudo-Hurler polydystrophy	
GNPTAB	C0020725	I cell disease	
GNPTG	C1854896	Mucolipidosis III Gamma	
GNS	C0026703	Mucopolysaccharidosis, MPS-IV-B	
GNS	C0026706	Sanfilippo syndrome	
HGSNAT	C0026706	Sanfilippo syndrome	
NAGLU	C0026706	Sanfilippo syndrome	
SGSH	C0026706	Sanfilippo syndrome	
GORAB	C0432255	Geroderma osteodysplastica	
GOSR2	C0014544	Epilepsy	
GOT1	C0004002	Aspartate aminotransferase, serum level of, quantitative trait locus 1	
GP1BA	C0005129	Bernard Soulier syndrome	
GP1BB	C0005129	Bernard Soulier syndrome	
GP9	C0005129	Bernard Soulier syndrome	
GP1BA	C1280798	Pseudo von Willebrand disease	
GP1BA	C1847711	Nonarteritic anterior ischemic optic neuropathy, susceptibility to	
GP1BA	C3277076	Bernard-Soulier syndrome, type A2, autosomal dominant	
GP6	C0005818	Platelet-type bleeding disorder 15	
GPC3	C0796154	Simpson-Golabi-Behmel syndrome	
GPC4	C0796154	Simpson-Golabi-Behmel syndrome	
GPC6	C1850318	Omodysplasia 1	
GPD1	C3280953	Hypertriglyceridemia, transient infantile	
GPD1L	C2673193	Brugada syndrome 2	
GPHN	C1854990	Molybdenum cofactor deficiency, complementation group C	
GPHN	C0268119	Combined molybdoflavoprotein enzyme deficiency	
MOCS1	C0268119	Combined molybdoflavoprotein enzyme deficiency	
MOCS2	C0268119	Combined molybdoflavoprotein enzyme deficiency	
GPI	C0002878	Hemolytic anemia, nonspherocytic, due to glucose phosphate isomerase deficiency	
GPIHBP1	C4014767	Hyperlipoproteinemia, type ID	
GPR101	C4012409	Pituitary adenoma, growth hormone-secreting, 2	
GPR143	C0342684	Ocular albinism, type I	
GPR143	C3151752	Nystagmus 6, congenital, X-linked	
GPR179	C0339535	Congenital stationary night blindness, type 2B	
GPR68	C0002452	Amelogenesis imperfecta, type IJ	
GPR88	C0008489	Chorea, childhood-onset, with psychomotor retardation	
GPSM2	C1858695	Chudley-McCullough syndrome	
GPT2	C0025362	Mental retardation 63, X-linked	
GPX1	C0398747	Glutathione peroxidase deficiency	
GPX4	C0700635	Spondylometaphyseal dysplasia Sedaghatian type	
GREM2	C4083050	Tooth agenesis, selective, 9	
GRHL2	C1837640	Deafness, autosomal dominant 28	
GRHL2	C4014987	Ectodermal dysplasia/short stature syndrome	
GRHL3	C1847604	Van der Woude syndrome 2	
GRIA3	C0025362	Mental retardation 63, X-linked	
GRID2	C4015505	Spinocerebellar ataxia, autosomal recessive 18	
GRIK2	C1970198	Mental retardation, autosomal recessive 6	
GRIN1	C3280282	Mental retardation, autosomal dominant 8	
GRIN2A	C0014547	Epilepsy, focal, with speech disorder and with or without mental retardation	
GRIN2B	C3151411	Mental retardation, autosomal dominant 6	
GRIN2B	C4015316	Epileptic encephalopathy, early infantile, 27	
GRIN2D	C0543888	Epileptic encephalopathy, early infantile, 29	
GRK1	C3150678	Oguchi disease 2	
GRM1	C3553816	Spinocerebellar ataxia, autosomal recessive 13	
GRN	C0236642	Frontotemporal dementia, ubiquitin-positive	
GRN	C3539123	Ceroid lipofuscinosis, neuronal, 11	
GRXCR1	C1414017	Deafness, autosomal recessive 25	
GRXCR2	C0011053	Deafness, autosomal recessive 44	
GSC	C0013336	Short stature, rhizomelic, with microcephaly, micrognathia, and developmental delay	
GSN	C1622345	Meretoja syndrome	
GSS	C0398746	Gluthathione synthetase deficiency	
GTF2E2	C0432267	Trichothiodystrophy 1, photosensitive	
GTF2H5	C0432267	Trichothiodystrophy 1, photosensitive	
GTPBP3	C4015447	Combined oxidative phosphorylation deficiency 23	
GUCA1A	C1415354	Cone dystrophy 3	
GUCA1B	C3151190	Retinitis pigmentosa 48	
GUCY1A3	C3810403	Moyamoya disease 6 with achalasia	
GUCY2C	C2939175	Meconium ileus	
GUCY2C	C3553270	Diarrhea 6	
GUCY2D	C1839368	Cone-rod dystrophy 6	
GUCY2D	C2931258	Leber congenital amaurosis 1	
GUF1	C0543888	Epileptic encephalopathy, early infantile, 29	
GUSB	C0085132	Mucopolysaccharidosis type VII	
GYG1	C3150754	Glycogen storage disease XV	
GYG1	C4015452	Polyglucosan body myopathy 2	
GYG1	C0219900	Polyglucosan body disease, adult	
RBCK1	C0219900	Polyglucosan body disease, adult	
GYPC	C0005810	Langereis blood group	
GYS1	C1969054	Glycogen storage disease 0, muscle	
GYS2	C0020615	Hypoglycemia, neonatal, simulating foetopathia diabetica	
H19	C0175693	Russell-Silver syndrome	
IGF2	C0175693	Russell-Silver syndrome	
H19	C0694899	Wilms tumor 2	
H6PD	C3551716	Cortisone reductase deficiency 1	
HABP2	C0007115	Thyroid cancer, nonmedullary, 4	
HACE1	C0037772	Spastic paraplegia 9	
HADH	C1291230	Deficiency of 3-hydroxyacyl-CoA dehydrogenase	
HADH	C1864948	Hyperinsulinemic hypoglycemia, familial, 4	
HADHA	C1969443	Mitochondrial trifunctional protein deficiency	
HADHB	C1969443	Mitochondrial trifunctional protein deficiency	
HAGH	C3279657	Hydroxyacyl glutathione hydrolase deficiency	
HAL	C0220992	Histidinemia	
HAMP	C0018995	Hemochromatosis	
HAMP	C0268060	Juvenile hemochromatosis	
HFE2	C0268060	Juvenile hemochromatosis	
HARS	C0271097	Usher syndrome, type 1	
HARS	C0007959	Charcot-Marie-Tooth disease, type 2N	
HARS2	C3554105	Perrault syndrome 2	
HAVCR1	C1840253	Ige responsiveness, atopic	
IL21R	C1840253	Ige responsiveness, atopic	
IL4R	C1840253	Ige responsiveness, atopic	
MS4A2	C1840253	Ige responsiveness, atopic	
PHF11	C1840253	Ige responsiveness, atopic	
PLA2G7	C1840253	Ige responsiveness, atopic	
SELP	C1840253	Ige responsiveness, atopic	
SPINK5	C1840253	Ige responsiveness, atopic	
HAX1	C0340970	Severe congenital neutropenia autosomal dominant	
HBA1	C0002312	Alpha thalassemia-mental retardation syndrome	
HBA2	C0002312	Alpha thalassemia-mental retardation syndrome	
HBB	C0002312	Alpha thalassemia-mental retardation syndrome	
HBA1	C0272007	Heinz body anemia	
HBA2	C0272007	Heinz body anemia	
HBB	C0272007	Heinz body anemia	
HBA1	C0019045	Hemoglobinopathy	
HBA2	C0019045	Hemoglobinopathy	
HBB	C0019045	Hemoglobinopathy	
HBB-LCR	C0019045	Hemoglobinopathy	
HBA1	C0039730	Thalassemia	
HBA2	C0039730	Thalassemia	
HBB	C0039730	Thalassemia	
HBB-LCR	C0039730	Thalassemia	
HBB	C0002895	Anemia, Sickle Cell	
HBB	C0005283	beta Thalassemia	
HBB-LCR	C0005283	beta Thalassemia	
HBB	C1841621	Fetal hemoglobin quantitative trait locus 1	
HBG1	C1841621	Fetal hemoglobin quantitative trait locus 1	
HBG2	C1841621	Fetal hemoglobin quantitative trait locus 1	
HBG2	C3151421	Cyanosis, transient neonatal	
HCCS	C0796070	Linear skin defects with multiple congenital anomalies 1	
HCFC1	C0025362	Mental retardation 63, X-linked	
HCN1	C4014531	Epileptic encephalopathy, early infantile, 24	
HCN4	C1834144	Sick sinus syndrome 2, autosomal dominant	
HCN4	C2751083	Brugada syndrome 8	
HCRT	C1834372	Narcolepsy 1	
HDAC4	C2931817	Chromosome 2q37 deletion syndrome	
HDAC6	C1844704	Chondrodysplasia with platyspondyly, distinctive brachydactyly, hydrocephaly, and microphthalmia	
HDAC8	C0270972	De Lange syndrome	
NIPBL	C0270972	De Lange syndrome	
RAD21	C0270972	De Lange syndrome	
SMC1A	C0270972	De Lange syndrome	
SMC3	C0270972	De Lange syndrome	
HDC	C0040517	Tourette Syndrome	
SLITRK1	C0040517	Tourette Syndrome	
HECW2	C1535926	Neurodevelopmental disorder with midbrain and hindbrain malformations	
HELLS	C4310798	Immunodeficiency-centromeric instability-facial anomalies syndrome 4	
HEPACAM	C1424729	Megalencephalic leukoencephalopathy with subcortical cysts 1	
MLC1	C1424729	Megalencephalic leukoencephalopathy with subcortical cysts 1	
HEPACAM	C3151355	Megalencephalic leukoencephalopathy with subcortical cysts 2a	
HEPACAM	C0270612	Leukoencephalopathy with Brainstem and Spinal Cord Involvement and Lactate Elevation	
MLC1	C0270612	Leukoencephalopathy with Brainstem and Spinal Cord Involvement and Lactate Elevation	
HERC1	C0221355	Macrocephaly, dysmorphic facies, and psychomotor retardation	
HERC2	C0032897	Prader-Willi syndrome	
IPW	C0032897	Prader-Willi syndrome	
MAGEL2	C0032897	Prader-Willi syndrome	
MKRN3	C0032897	Prader-Willi syndrome	
MKRN3-AS1	C0032897	Prader-Willi syndrome	
NDN	C0032897	Prader-Willi syndrome	
NPAP1	C0032897	Prader-Willi syndrome	
PWAR1	C0032897	Prader-Willi syndrome	
PWRN1	C0032897	Prader-Willi syndrome	
SNORD115-1	C0032897	Prader-Willi syndrome	
SNORD116-1	C0032897	Prader-Willi syndrome	
SNRPN	C0032897	Prader-Willi syndrome	
HERC2	C1856895	Skin/hair/eye pigmentation, variation in, 1	
OCA2	C1856895	Skin/hair/eye pigmentation, variation in, 1	
HERC2	C3809753	Mental retardation, autosomal recessive 38	
HES7	C3150942	Spondylocostal dysostosis 4, autosomal recessive	
HESX1	C0338503	Septo-optic dysplasia sequence	
HEXA	C0039373	Tay-Sachs disease, variant AB	
HEXB	C0036161	Sandhoff disease	
HFE	C0162532	Variegate porphyria	
PPOX	C0162532	Variegate porphyria	
HFE	C0268323	Familial porphyria cutanea tarda	
UROD	C0268323	Familial porphyria cutanea tarda	
HFE	C0443258	Microvascular complications of diabetes 3	
HFE	C3280096	Transferrin serum level quantitative trait locus 2	
HFE2	C0018995	Hemochromatosis	
HFM1	C3810376	Premature ovarian failure 9	
HGD	C0002066	Alkaptonuria	
HGF	C0011053	Deafness, autosomal recessive 44	
HGSNAT	C0026703	Mucopolysaccharidosis, MPS-IV-B	
