Gene Symbol	CUI Term	Phenotype Name	
MIR548AG1	C0005689	Bladder Exstrophy	
PARM1	C0005689	Bladder Exstrophy	
RCHY1	C0005689	Bladder Exstrophy	
FLJ31662	C0005689	Bladder Exstrophy	
UBE2WP1	C0005689	Bladder Exstrophy	
RPS26P13	C0005689	Bladder Exstrophy	
TFDP1P	C0005689	Bladder Exstrophy	
SYT1	C0005689	Bladder Exstrophy	
NUS1	C0005689	Bladder Exstrophy	
SLC35F1	C0005689	Bladder Exstrophy	
CREB5	C0005689	Bladder Exstrophy	
LINC01243	C0005689	Bladder Exstrophy	
HMGB3P23	C0005689	Bladder Exstrophy	
CCDC15	C0005689	Bladder Exstrophy	
MROH9	C0005689	Bladder Exstrophy	
LIAS	C0005689	Bladder Exstrophy	
RPL9	C0005689	Bladder Exstrophy	
NCKAP5	C0005689	Bladder Exstrophy	
MIR1252	C0005689	Bladder Exstrophy	
MAML3	C0018798	Heart Defects, Congenital	
RNA5SP56	C0018798	Heart Defects, Congenital	
PSMC1P12	C0018798	Heart Defects, Congenital	
MIR4456	C0010674	Cystic Fibrosis	
CEP72	C0010674	Cystic Fibrosis	
MUC4	C0010674	Cystic Fibrosis	
NDUFB8P3	C0010674	Cystic Fibrosis	
APIP	C0010674	Cystic Fibrosis	
AGTR2	C0010674	Cystic Fibrosis	
SLC6A14	C0010674	Cystic Fibrosis	
SLC9A3	C0010674	Cystic Fibrosis	
SLC26A9	C0010674	Cystic Fibrosis	
RAB7B	C0010674	Cystic Fibrosis	
HLA-DRB9	C0010674	Cystic Fibrosis	
HLA-DRB5	C0010674	Cystic Fibrosis	
AHRR	C0010674	Cystic Fibrosis	
RNU6-21P	C0010674	Cystic Fibrosis	
RPS15AP34	C0010674	Cystic Fibrosis	
SLC8A3	C0010674	Cystic Fibrosis	
ATXN2	C0039685	Tetralogy of Fallot	
BRAP	C0039685	Tetralogy of Fallot	
GPC5	C0039685	Tetralogy of Fallot	
RNA5SP299	C0039685	Tetralogy of Fallot	
LINC00709	C0039685	Tetralogy of Fallot	
NRP1	C0039685	Tetralogy of Fallot	
CASC16	C0039685	Tetralogy of Fallot	
CHD9	C0039685	Tetralogy of Fallot	
RARRES1	C0039685	Tetralogy of Fallot	
RPL35AP9	C0039685	Tetralogy of Fallot	
ADD3-AS1	C0005411	Biliary Atresia	
LINC00297	C0005411	Biliary Atresia	
CISTR	C0005411	Biliary Atresia	
HOXC13-AS	C0005411	Biliary Atresia	
COL27A1	C0040517	Tourette Syndrome	
POU1F1	C0040517	Tourette Syndrome	
PVRL1	C0040517	Tourette Syndrome	
IRG1	C0040517	Tourette Syndrome	
RPL7P44	C0040517	Tourette Syndrome	
LSAMP	C0040517	Tourette Syndrome	
LOC101928135	C0040517	Tourette Syndrome	
WDR7	C0040517	Tourette Syndrome	
ZYG11AP1	C0040517	Tourette Syndrome	
CYLC2	C0040517	Tourette Syndrome	
THSD7A	C0040517	Tourette Syndrome	
TMEM106B	C0040517	Tourette Syndrome	
POLR3B	C0040517	Tourette Syndrome	
TRPC4	C0040517	Tourette Syndrome	
PHEX	C0040517	Tourette Syndrome	
LINC01122	C0040517	Tourette Syndrome	
NPM1P10	C0040517	Tourette Syndrome	
HACE1	C0040517	Tourette Syndrome	
YWHABP1	C0040517	Tourette Syndrome	
VN2R3P	C0040517	Tourette Syndrome	
CAMTA1	C0040517	Tourette Syndrome	
HDGFL1	C0040517	Tourette Syndrome	
RPL6P18	C0040517	Tourette Syndrome	
SESN3	C0040517	Tourette Syndrome	
FGFR3P2	C0040517	Tourette Syndrome	
MIR3194	C0040517	Tourette Syndrome	
ATP9A	C0040517	Tourette Syndrome	
CDC42P6	C0040517	Tourette Syndrome	
PPARGC1A	C0040517	Tourette Syndrome	
PICALM	C0040517	Tourette Syndrome	
FNTAP1	C0040517	Tourette Syndrome	
ZNF664-FAM101A	C0009081	Clubfoot	
HAVCR1P2	C0006287	Bronchopulmonary Dysplasia	
TRAM1L1	C0006287	Bronchopulmonary Dysplasia	
STXBP5	C0006287	Bronchopulmonary Dysplasia	
CTNNA3	C0006287	Bronchopulmonary Dysplasia	
PAMR1	C0006287	Bronchopulmonary Dysplasia	
CEP170	C0006287	Bronchopulmonary Dysplasia	
FHIT	C0006287	Bronchopulmonary Dysplasia	
CYP2W1	C0006287	Bronchopulmonary Dysplasia	
GRHL2	C0006287	Bronchopulmonary Dysplasia	
PLXDC2	C0006287	Bronchopulmonary Dysplasia	
KLF12	C0006287	Bronchopulmonary Dysplasia	
CHST9	C0006287	Bronchopulmonary Dysplasia	
PRR16	C0006287	Bronchopulmonary Dysplasia	
RPL23AP44	C0006287	Bronchopulmonary Dysplasia	
VN1R88P	C0006287	Bronchopulmonary Dysplasia	
VN1R89P	C0006287	Bronchopulmonary Dysplasia	
LOC100506457	C0006287	Bronchopulmonary Dysplasia	
TNK2	C0006287	Bronchopulmonary Dysplasia	
CARD17	C0006287	Bronchopulmonary Dysplasia	
ISCA1P1	C0006287	Bronchopulmonary Dysplasia	
HTR1A	C0006287	Bronchopulmonary Dysplasia	
MAGI2	C0006287	Bronchopulmonary Dysplasia	
RPL18P7	C0006287	Bronchopulmonary Dysplasia	
TRPS1	C0006287	Bronchopulmonary Dysplasia	
RASGRF1	C0006287	Bronchopulmonary Dysplasia	
MIR184	C0006287	Bronchopulmonary Dysplasia	
DSC3	C0006287	Bronchopulmonary Dysplasia	
DSC2	C0006287	Bronchopulmonary Dysplasia	
RPL7AP56	C0006287	Bronchopulmonary Dysplasia	
RPL18P8	C0006287	Bronchopulmonary Dysplasia	
HIVEP3	C0006287	Bronchopulmonary Dysplasia	
SPOCK1	C0006287	Bronchopulmonary Dysplasia	
KLHL3	C0006287	Bronchopulmonary Dysplasia	
ZNF770	C0006287	Bronchopulmonary Dysplasia	
NANOGP8	C0006287	Bronchopulmonary Dysplasia	
CLN8	C0017205	Gaucher Disease	
MIR3674	C0017205	Gaucher Disease	
NHLRC2	C0017205	Gaucher Disease	
ADRB1	C0017205	Gaucher Disease	
NTRK3	C0017205	Gaucher Disease	
RPS6P13	C0751587	CADASIL	
GAS1	C0751587	CADASIL	
HAS2-AS1	C0751587	CADASIL	
MRPS36P3	C0751587	CADASIL	
FLJ45513	C0751587	CADASIL	
DLX4	C0751587	CADASIL	
CCDC129	C0751587	CADASIL	
UQCC1	C0019554	Hip Dislocation, Congenital	
PTMAP5	C0013080	Down Syndrome	
GYG1P2	C0013080	Down Syndrome	
THSD7B	C0399352	Anodontia	
MRPL35P2	C0399352	Anodontia	
RPL7AP50	C0399352	Anodontia	
F5	C0034065	Pulmonary Embolism	
ABO	C0034065	Pulmonary Embolism	
F11-AS1	C0034065	Pulmonary Embolism	
F2	C0034065	Pulmonary Embolism	
FGG	C0034065	Pulmonary Embolism	
LRAT	C0034065	Pulmonary Embolism	
FUNDC2	C0034065	Pulmonary Embolism	
SLC44A2	C0034065	Pulmonary Embolism	
PROCR	C0034065	Pulmonary Embolism	
COX7A2L	C0034065	Pulmonary Embolism	
KCNG3	C0034065	Pulmonary Embolism	
TSPAN15	C0034065	Pulmonary Embolism	
TMEM170B	C0034065	Pulmonary Embolism	
ADTRP	C0034065	Pulmonary Embolism	
ICE2P2	C0034065	Pulmonary Embolism	
GAPDHP50	C0034065	Pulmonary Embolism	
KNG1	C0034065	Pulmonary Embolism	
F5	C0038454	Stroke	
ABO	C0038454	Stroke	
UBA52P6	C0038454	Stroke	
DMRTA1	C0038454	Stroke	
PITX2	C0038454	Stroke	
MIR297	C0038454	Stroke	
F11-AS1	C0038454	Stroke	
F2	C0038454	Stroke	
FGG	C0038454	Stroke	
LRAT	C0038454	Stroke	
PSRC1	C0038454	Stroke	
TWIST1	C0038454	Stroke	
ATXN2	C0038454	Stroke	
BRAP	C0038454	Stroke	
LPA	C0038454	Stroke	
FUNDC2	C0038454	Stroke	
SMARCA4	C0038454	Stroke	
PHACTR1	C0038454	Stroke	
HDAC9	C0038454	Stroke	
ABCC1	C0038454	Stroke	
ZFHX3	C0038454	Stroke	
EEF1A1P43	C0038454	Stroke	
RAI1	C0038454	Stroke	
ZC3HC1	C0038454	Stroke	
NINJ2	C0038454	Stroke	
WNK1	C0038454	Stroke	
ZPR1	C0038454	Stroke	
TSPAN2	C0038454	Stroke	
NGF	C0038454	Stroke	
OR10J6P	C0038454	Stroke	
CRPP1	C0038454	Stroke	
SURF6	C0038454	Stroke	
ALDH2	C0038454	Stroke	
WDR12	C0038454	Stroke	
CHD3	C0038454	Stroke	
SLC44A2	C0038454	Stroke	
FAF1	C0038454	Stroke	
PROCR	C0038454	Stroke	
FOXQ1	C0038454	Stroke	
FOXF2	C0038454	Stroke	
RPS15AP30	C0038454	Stroke	
HABP2	C0038454	Stroke	
PPAP2B	C0038454	Stroke	
LNX1	C0038454	Stroke	
EDNRA	C0038454	Stroke	
TCF21	C0038454	Stroke	
CNNM2	C0038454	Stroke	
RPL18P11	C0038454	Stroke	
DNM1P37	C0038454	Stroke	
BAIAP3	C0038454	Stroke	
SLCO1B1	C0038454	Stroke	
CDKN2C	C0038454	Stroke	
RPL28P4	C0038454	Stroke	
LIPC	C0038454	Stroke	
MIR4431	C0038454	Stroke	
ASB3	C0038454	Stroke	
MIR4642	C0038454	Stroke	
SUPT3H	C0038454	Stroke	
LINC00472	C0038454	Stroke	
KRT19P1	C0038454	Stroke	
ERRFI1	C0038454	Stroke	
RPL7AP18	C0038454	Stroke	
SMARCE1P1	C0038454	Stroke	
ALKBH8	C0038454	Stroke	
NAA25	C0038454	Stroke	
MIR4468	C0038454	Stroke	
RPS17P12	C0038454	Stroke	
WDFY4	C0038454	Stroke	
CTD-2151A2.1	C0038454	Stroke	
TSG1	C0038454	Stroke	
CYCSP17	C0038454	Stroke	
LOC101928272	C0038454	Stroke	
TTLL5	C0038454	Stroke	
TYW1B	C0038454	Stroke	
PARK7	C0038454	Stroke	
DAB1	C0038454	Stroke	
HSD52	C0038454	Stroke	
FGGY	C0038454	Stroke	
KIF26B	C0038454	Stroke	
COX7A2L	C0038454	Stroke	
KCNG3	C0038454	Stroke	
AGBL1	C0038454	Stroke	
TGFBI	C0038454	Stroke	
PTPRD	C0038454	Stroke	
TSPAN15	C0038454	Stroke	
LRP1	C0038454	Stroke	
RNU7-51P	C0038454	Stroke	
RNU3P3	C0038454	Stroke	
TMEM170B	C0038454	Stroke	
ADTRP	C0038454	Stroke	
TRIM29	C0038454	Stroke	
OAF	C0038454	Stroke	
ZDHHC22	C0038454	Stroke	
IRX1	C0038454	Stroke	
LINC01020	C0038454	Stroke	
GAPDHP71	C0038454	Stroke	
SUMO2P6	C0038454	Stroke	
PPP6R2P1	C0038454	Stroke	
ANKRD20A18P	C0038454	Stroke	
TPT1P13	C0038454	Stroke	
RPL3P12	C0038454	Stroke	
IL1F10	C0038454	Stroke	
IL1RN	C0038454	Stroke	
PTPRG	C0038454	Stroke	
SPSB4	C0038454	Stroke	
SLC26A11	C0038454	Stroke	
HMGB1P18	C0038454	Stroke	
HNRNPA1P64	C0038454	Stroke	
KCNK1	C0038454	Stroke	
IMPA2	C0038454	Stroke	
ICE2P2	C0038454	Stroke	
GAPDHP50	C0038454	Stroke	
MICAL2	C0038454	Stroke	
NFU1P1	C0038454	Stroke	
MYRIP	C0038454	Stroke	
MIR8056	C0038454	Stroke	
BOD1	C0038454	Stroke	
MIR100	C0038454	Stroke	
TRK-TTT2-1	C0038454	Stroke	
MIR135A2	C0038454	Stroke	
RNU6-36P	C0038454	Stroke	
HPS4	C0038454	Stroke	
SLC35F2	C0038454	Stroke	
RPLP2P3	C0038454	Stroke	
PCCA	C0038454	Stroke	
PCDH7	C0038454	Stroke	
SPINK2	C0038454	Stroke	
CDC5L	C0038454	Stroke	
RHAG	C0038454	Stroke	
CRISP2	C0038454	Stroke	
LINC00959	C0038454	Stroke	
QRICH2	C0038454	Stroke	
CST8	C0038454	Stroke	
CST13P	C0038454	Stroke	
GRIK1-AS1	C0038454	Stroke	
CLDN17	C0038454	Stroke	
TTC23	C0038454	Stroke	
ARID1A	C0038454	Stroke	
ATP6V1G3	C0038454	Stroke	
PTPRC	C0038454	Stroke	
RPL23AP33	C0038454	Stroke	
ELF2P4	C0038454	Stroke	
KNG1	C0038454	Stroke	
RNA5SP173	C0038454	Stroke	
LINC00290	C0038454	Stroke	
NRCAM	C0038454	Stroke	
RPS2P38	C0038454	Stroke	
LUZP2	C0038454	Stroke	
DPPA3	C0038454	Stroke	
MPHOSPH6	C0038454	Stroke	
CDH13	C0038454	Stroke	
LAMA1	C0038454	Stroke	
OTOG	C0038454	Stroke	
RBMS3	C0038454	Stroke	
ADAMTS12	C0038454	Stroke	
CMAHP	C0038454	Stroke	
VEGFA	C0038454	Stroke	
LINC01512	C0038454	Stroke	
LINC01013	C0038454	Stroke	
EEF1A1P36	C0038454	Stroke	
SSPN	C0038454	Stroke	
ITPR2	C0038454	Stroke	
MIR1302-1	C0038454	Stroke	
ONECUT2	C0038454	Stroke	
C5orf38	C0038454	Stroke	
LINC01019	C0038454	Stroke	
BNIP3	C0038454	Stroke	
JAKMIP3	C0038454	Stroke	
RPL24P6	C0038454	Stroke	
APOD	C0038454	Stroke	
RPS2P31	C0038454	Stroke	
GPR37	C0038454	Stroke	
RAB19	C0038454	Stroke	
MKRN1	C0038454	Stroke	
RPL29P32	C0038454	Stroke	
MBD2	C0038454	Stroke	
RNF219	C0038454	Stroke	
RPL21P111	C0038454	Stroke	
SHISA6	C0038454	Stroke	
CCL1	C0038454	Stroke	
C17orf102	C0038454	Stroke	
DSCAML1	C0038454	Stroke	
LINC00558	C0038454	Stroke	
LINC00458	C0038454	Stroke	
RPL36AP26	C0038454	Stroke	
ISPD	C0038454	Stroke	
ASCC3	C0038454	Stroke	
GRIK2	C0038454	Stroke	
FUT8	C0038454	Stroke	
F5	C0040053	Thrombosis	
ABO	C0040053	Thrombosis	
F11-AS1	C0040053	Thrombosis	
F2	C0040053	Thrombosis	
FGG	C0040053	Thrombosis	
LRAT	C0040053	Thrombosis	
FUNDC2	C0040053	Thrombosis	
SLC44A2	C0040053	Thrombosis	
PROCR	C0040053	Thrombosis	
SVIL	C0040053	Thrombosis	
COX7A2L	C0040053	Thrombosis	
KCNG3	C0040053	Thrombosis	
TSPAN15	C0040053	Thrombosis	
TMEM170B	C0040053	Thrombosis	
ADTRP	C0040053	Thrombosis	
ICE2P2	C0040053	Thrombosis	
GAPDHP50	C0040053	Thrombosis	
PWRN1	C0040053	Thrombosis	
N4BP2	C0040053	Thrombosis	
KNG1	C0040053	Thrombosis	
SETBP1	C0040053	Thrombosis	
MIR196A1	C0040053	Thrombosis	
RPL9P28	C0040053	Thrombosis	
RGS4	C0040053	Thrombosis	
RGS5	C0040053	Thrombosis	
F5	C1861172	Venous Thromboembolism	
ABO	C1861172	Venous Thromboembolism	
F11-AS1	C1861172	Venous Thromboembolism	
F2	C1861172	Venous Thromboembolism	
F11	C1861172	Venous Thromboembolism	
FGG	C1861172	Venous Thromboembolism	
LRAT	C1861172	Venous Thromboembolism	
TSPAN15	C1861172	Venous Thromboembolism	
SURF6	C1861172	Venous Thromboembolism	
SLC44A2	C1861172	Venous Thromboembolism	
FGA	C1861172	Venous Thromboembolism	
FUNDC2	C1861172	Venous Thromboembolism	
NME7	C1861172	Venous Thromboembolism	
AK4	C1861172	Venous Thromboembolism	
ZC3H3	C1861172	Venous Thromboembolism	
PIEZO2	C1861172	Venous Thromboembolism	
LINC00290	C1861172	Venous Thromboembolism	
LOC90768	C1861172	Venous Thromboembolism	
FAM209B	C1861172	Venous Thromboembolism	
RPS4XP3	C1861172	Venous Thromboembolism	
RPS26P39	C1861172	Venous Thromboembolism	
GPR26	C1861172	Venous Thromboembolism	
MARCKSP1	C1861172	Venous Thromboembolism	
CYYR1-AS1	C1861172	Venous Thromboembolism	
TRIM71	C1861172	Venous Thromboembolism	
CCR4	C1861172	Venous Thromboembolism	
FAF2	C1861172	Venous Thromboembolism	
RNF44	C1861172	Venous Thromboembolism	
SNORA70C	C1861172	Venous Thromboembolism	
RPL35AP22	C1861172	Venous Thromboembolism	
RNA5SP299	C1861172	Venous Thromboembolism	
LINC00709	C1861172	Venous Thromboembolism	
YEATS4	C1861172	Venous Thromboembolism	
RNU5A-4P	C1861172	Venous Thromboembolism	
VDAC1P12	C1861172	Venous Thromboembolism	
MIR629	C1861172	Venous Thromboembolism	
UACA	C1861172	Venous Thromboembolism	
GRIN2A	C1861172	Venous Thromboembolism	
ACTL8	C1861172	Venous Thromboembolism	
IGSF21	C1861172	Venous Thromboembolism	
FAM228A	C1861172	Venous Thromboembolism	
EFEMP1	C1861172	Venous Thromboembolism	
IPO11-LRRC70	C1861172	Venous Thromboembolism	
ISCA1P1	C1861172	Venous Thromboembolism	
ARHGEF28	C1861172	Venous Thromboembolism	
LYRM4	C1861172	Venous Thromboembolism	
RPL6P21	C1861172	Venous Thromboembolism	
DGKB	C1861172	Venous Thromboembolism	
PLXNA4	C1861172	Venous Thromboembolism	
SOX5	C1861172	Venous Thromboembolism	
FGF14	C1861172	Venous Thromboembolism	
FAM155A	C1861172	Venous Thromboembolism	
FAM155A-IT1	C1861172	Venous Thromboembolism	
LOC728755	C1861172	Venous Thromboembolism	
IRX3	C1861172	Venous Thromboembolism	
CRNDE	C1861172	Venous Thromboembolism	
UQCC1	C1861172	Venous Thromboembolism	
CHRM3	C1861172	Venous Thromboembolism	
LOC102723686	C1861172	Venous Thromboembolism	
DLC1	C1861172	Venous Thromboembolism	
GNA14-AS1	C1861172	Venous Thromboembolism	
GNA14	C1861172	Venous Thromboembolism	
AKR1C3	C1861172	Venous Thromboembolism	
AKR1C8P	C1861172	Venous Thromboembolism	
LINC00593	C1861172	Venous Thromboembolism	
TLE3	C1861172	Venous Thromboembolism	
PAPPA2	C1861172	Venous Thromboembolism	
FGF18	C1861172	Venous Thromboembolism	
SMIM23	C1861172	Venous Thromboembolism	
PCMTD1	C1861172	Venous Thromboembolism	
MIR5572	C1861172	Venous Thromboembolism	
ABHD17C	C1861172	Venous Thromboembolism	
GSG1L2	C1861172	Venous Thromboembolism	
LINC01254	C1861172	Venous Thromboembolism	
APCDD1	C1861172	Venous Thromboembolism	
WDR63	C1861172	Venous Thromboembolism	
LINC00877	C1861172	Venous Thromboembolism	
SERPINB9	C1861172	Venous Thromboembolism	
SERPINB6	C1861172	Venous Thromboembolism	
SGK1	C1861172	Venous Thromboembolism	
PSAT1	C1861172	Venous Thromboembolism	
MTND2P8	C1861172	Venous Thromboembolism	
OLFML2A	C1861172	Venous Thromboembolism	
FGF14-IT1	C1861172	Venous Thromboembolism	
MGLL	C1861172	Venous Thromboembolism	
PRDM9	C1861172	Venous Thromboembolism	
CDH10	C1861172	Venous Thromboembolism	
RORA	C1861172	Venous Thromboembolism	
FBXO15	C1861172	Venous Thromboembolism	
PROCR	C1861172	Venous Thromboembolism	
BRWD1	C1861172	Venous Thromboembolism	
MIR3201	C1861172	Venous Thromboembolism	
FAM19A5	C1861172	Venous Thromboembolism	
TSEN15	C1861172	Venous Thromboembolism	
C1orf21	C1861172	Venous Thromboembolism	
RSAD2	C1861172	Venous Thromboembolism	
NAALADL2	C1861172	Venous Thromboembolism	
SFXN1	C1861172	Venous Thromboembolism	
HRH2	C1861172	Venous Thromboembolism	
RPL23AP54	C1861172	Venous Thromboembolism	
MCPH1	C1861172	Venous Thromboembolism	
NEBL	C1861172	Venous Thromboembolism	
CDK17	C1861172	Venous Thromboembolism	
CFAP54	C1861172	Venous Thromboembolism	
TBX5	C1861172	Venous Thromboembolism	
RAB11FIP3	C1861172	Venous Thromboembolism	
NPM1P19	C1861172	Venous Thromboembolism	
ATG3P1	C1861172	Venous Thromboembolism	
GLRA3	C1861172	Venous Thromboembolism	
ADAM29	C1861172	Venous Thromboembolism	
CTBP2P4	C1861172	Venous Thromboembolism	
DDX18P4	C1861172	Venous Thromboembolism	
DACT1	C1861172	Venous Thromboembolism	
RPL31P4	C1861172	Venous Thromboembolism	
TAF4B	C1861172	Venous Thromboembolism	
IGFBP3	C1861172	Venous Thromboembolism	
FTLP15	C1861172	Venous Thromboembolism	
THBD	C1861172	Venous Thromboembolism	
CD93	C1861172	Venous Thromboembolism	
LINC00470	C1861172	Venous Thromboembolism	
METTL4	C1861172	Venous Thromboembolism	
COX7A2L	C1861172	Venous Thromboembolism	
KCNG3	C1861172	Venous Thromboembolism	
TMEM170B	C1861172	Venous Thromboembolism	
ADTRP	C1861172	Venous Thromboembolism	
ZFPM2	C1861172	Venous Thromboembolism	
ICE2P2	C1861172	Venous Thromboembolism	
GAPDHP50	C1861172	Venous Thromboembolism	
RPSAP32	C1861172	Venous Thromboembolism	
CNTN6	C1861172	Venous Thromboembolism	
KNG1	C1861172	Venous Thromboembolism	
SUSD1	C1861172	Venous Thromboembolism	
OTUD7A	C1861172	Venous Thromboembolism	
CDKN2B-AS1	C1956346	Coronary Artery Disease	
PHACTR1	C1956346	Coronary Artery Disease	
LPA	C1956346	Coronary Artery Disease	
PLG	C1956346	Coronary Artery Disease	
CELSR2	C1956346	Coronary Artery Disease	
ADAMTS7	C1956346	Coronary Artery Disease	
TRK-CTT1-2	C1956346	Coronary Artery Disease	
LINC00310	C1956346	Coronary Artery Disease	
KCNE2	C1956346	Coronary Artery Disease	
SMARCA4	C1956346	Coronary Artery Disease	
LDLR	C1956346	Coronary Artery Disease	
LINC00841	C1956346	Coronary Artery Disease	
CXCL12	C1956346	Coronary Artery Disease	
LOC400684	C1956346	Coronary Artery Disease	
PPAP2B	C1956346	Coronary Artery Disease	
LOC392232	C1956346	Coronary Artery Disease	
MIA3	C1956346	Coronary Artery Disease	
LIPA	C1956346	Coronary Artery Disease	
ABO	C1956346	Coronary Artery Disease	
LINC01312	C1956346	Coronary Artery Disease	
TARID	C1956346	Coronary Artery Disease	
KIAA1462	C1956346	Coronary Artery Disease	
ZC3HC1	C1956346	Coronary Artery Disease	
ATP2B1	C1956346	Coronary Artery Disease	
MTND1P36	C1956346	Coronary Artery Disease	
MIR4693	C1956346	Coronary Artery Disease	
APOC1	C1956346	Coronary Artery Disease	
TWIST1	C1956346	Coronary Artery Disease	
COL4A2	C1956346	Coronary Artery Disease	
PLCL1	C1956346	Coronary Artery Disease	
SATB2	C1956346	Coronary Artery Disease	
POM121L9P	C1956346	Coronary Artery Disease	
KCNAB1	C1956346	Coronary Artery Disease	
GGCX	C1956346	Coronary Artery Disease	
DCLK2	C1956346	Coronary Artery Disease	
MIR548G	C1956346	Coronary Artery Disease	
RPL31P26	C1956346	Coronary Artery Disease	
C9orf84	C1956346	Coronary Artery Disease	
SH2B3	C1956346	Coronary Artery Disease	
NOS3	C1956346	Coronary Artery Disease	
KSR2	C1956346	Coronary Artery Disease	
IL6R	C1956346	Coronary Artery Disease	
LINC01412	C1956346	Coronary Artery Disease	
SMAD3	C1956346	Coronary Artery Disease	
GUCY1A3	C1956346	Coronary Artery Disease	
OSR1	C1956346	Coronary Artery Disease	
CISD1P1	C1956346	Coronary Artery Disease	
SWAP70	C1956346	Coronary Artery Disease	
HHIPL1	C1956346	Coronary Artery Disease	
CLMP	C1956346	Coronary Artery Disease	
MIR4493	C1956346	Coronary Artery Disease	
BSND	C1956346	Coronary Artery Disease	
PCSK9	C1956346	Coronary Artery Disease	
ANKRD18EP	C1956346	Coronary Artery Disease	
KCNK5	C1956346	Coronary Artery Disease	
BCAS3	C1956346	Coronary Artery Disease	
RPS3AP49	C1956346	Coronary Artery Disease	
MC4R	C1956346	Coronary Artery Disease	
KRT18P47	C1956346	Coronary Artery Disease	
ABHD2	C1956346	Coronary Artery Disease	
NOA1	C1956346	Coronary Artery Disease	
TEX29	C1956346	Coronary Artery Disease	
SOX1	C1956346	Coronary Artery Disease	
COL14A1	C1956346	Coronary Artery Disease	
LOC101928923	C1956346	Coronary Artery Disease	
FURIN	C1956346	Coronary Artery Disease	
SCN2A	C1956346	Coronary Artery Disease	
SMG6	C1956346	Coronary Artery Disease	
ITGA1	C1956346	Coronary Artery Disease	
MOCS3P2	C1956346	Coronary Artery Disease	
ENOX1	C1956346	Coronary Artery Disease	
ZBTB7C	C1956346	Coronary Artery Disease	
RNA5SP450	C1956346	Coronary Artery Disease	
LINC01254	C1956346	Coronary Artery Disease	
AGAP1	C1956346	Coronary Artery Disease	
TSPEAR	C1956346	Coronary Artery Disease	
TSPEAR-AS1	C1956346	Coronary Artery Disease	
HSPA8P10	C1956346	Coronary Artery Disease	
SH3BP4	C1956346	Coronary Artery Disease	
OSTF1	C1956346	Coronary Artery Disease	
OTX2P1	C1956346	Coronary Artery Disease	
ZNF385D	C1956346	Coronary Artery Disease	
LOC101929468	C1956346	Coronary Artery Disease	
DLC1	C1956346	Coronary Artery Disease	
ST8SIA3	C1956346	Coronary Artery Disease	
LRIG1	C1956346	Coronary Artery Disease	
RPL21P41	C1956346	Coronary Artery Disease	
ARL3	C1956346	Coronary Artery Disease	
TRIB1	C1956346	Coronary Artery Disease	
LINC00861	C1956346	Coronary Artery Disease	
OLFM4	C1956346	Coronary Artery Disease	
ONECUT2	C1956346	Coronary Artery Disease	
TPBG	C1956346	Coronary Artery Disease	
UBE3D	C1956346	Coronary Artery Disease	
LOC101927896	C1956346	Coronary Artery Disease	
LRRC55	C1956346	Coronary Artery Disease	
APLNR	C1956346	Coronary Artery Disease	
ZNF264	C1956346	Coronary Artery Disease	
AFF3	C1956346	Coronary Artery Disease	
RNA5SP426	C1956346	Coronary Artery Disease	
SOD1P2	C1956346	Coronary Artery Disease	
ATXN8OS	C1956346	Coronary Artery Disease	
MTCL1P1	C1956346	Coronary Artery Disease	
MYO16	C1956346	Coronary Artery Disease	
CLMN	C1956346	Coronary Artery Disease	
LINC00341	C1956346	Coronary Artery Disease	
SGCZ	C1956346	Coronary Artery Disease	
FUT9	C1956346	Coronary Artery Disease	
UFL1	C1956346	Coronary Artery Disease	
SLC38A11	C1956346	Coronary Artery Disease	
LOC101929633	C1956346	Coronary Artery Disease	
LINC01007	C1956346	Coronary Artery Disease	
MYL10	C1956346	Coronary Artery Disease	
UGT3A1	C1956346	Coronary Artery Disease	
CAMTA1	C1956346	Coronary Artery Disease	
CDKN2B-AS1	C0027051	Myocardial Infarction	
PHACTR1	C0027051	Myocardial Infarction	
LPA	C0027051	Myocardial Infarction	
PLG	C0027051	Myocardial Infarction	
UBA52P6	C0027051	Myocardial Infarction	
DMRTA1	C0027051	Myocardial Infarction	
ABO	C0027051	Myocardial Infarction	
CELSR2	C0027051	Myocardial Infarction	
BRAP	C0027051	Myocardial Infarction	
LINC00310	C0027051	Myocardial Infarction	
KCNE2	C0027051	Myocardial Infarction	
LIPA	C0027051	Myocardial Infarction	
IRX1	C0027051	Myocardial Infarction	
LINC01020	C0027051	Myocardial Infarction	
RNF13	C0027051	Myocardial Infarction	
MIA3	C0027051	Myocardial Infarction	
ATXN2	C0027051	Myocardial Infarction	
LINC00841	C0027051	Myocardial Infarction	
CXCL12	C0027051	Myocardial Infarction	
RPSAP22	C0027051	Myocardial Infarction	
MAT2A	C0027051	Myocardial Infarction	
PDZD2	C0027051	Myocardial Infarction	
PPAP2B	C0027051	Myocardial Infarction	
SMARCA4	C0027051	Myocardial Infarction	
PLCL2	C0027051	Myocardial Infarction	
ADAMTS7	C0027051	Myocardial Infarction	
TRK-CTT1-2	C0027051	Myocardial Infarction	
MTND1P36	C0027051	Myocardial Infarction	
MIR4693	C0027051	Myocardial Infarction	
AP3D1	C0027051	Myocardial Infarction	
DOT1L	C0027051	Myocardial Infarction	
POM121L9P	C0027051	Myocardial Infarction	
SLC24A5	C0027051	Myocardial Infarction	
QKI	C0027051	Myocardial Infarction	
C6orf118	C0027051	Myocardial Infarction	
